"Identifiant opération";"Localisation station de mesure";"Code station";"X";"Y";"Identifiant point prélèvement";"Date réalisation";"Débit mesuré (m3/s)";"Débit station hydro (m3/s)";"Distance interpoint (m)";"Largeur plein bord évaluée (m)";"Largeur mouillée évaluée (m)";"Longueur réelle opération (m)";"Longueur théorique opération (m)";"Pente ligne d'eau (‰)";"Pente ligne d'eau évaluée";"Description habitat marginaux";"Continuité ripisylve rive gauche";"Continuité ripisylve rive droite";"Nom réseau de mesure";"Observations";"Version protocole";"Structure responsable";"Cours d'eau";"Nombre transect";"D16 (mm)";"D50 (mm)";"D84 (mm)";"Indice Folk et Ward";"Indice Fredle";"Surface mouillée Q1 (m2)";"Largeur mouillée Q1 (m)";"Périmètre mouillé Q1 (m)";"Profondeur maximum Q1 (m)";"Profondeur moyenne Q1 (m)";"Rayon hydraulique Q1";"Rapport largeur/Profondeur Q1";"Coefficient rugosité";"Surface mouillée Qb (m2)";"Largeur mouillée Qb (m)";"Périmètre mouillé Qb (m)";"Profondeur maximum Qb (m)";"Profondeur moyenne Qb (m)";"Rayon hydraulique Qb";"Rapport largeur/Profondeur Qb";"Force tractrice Qb  (N/m2)";"Débit plein bord (m3/s)";"Ecart type cote point";"Coefficient variation cote point";"Ecart type cote point en eau";"Coefficient variation cote point en eau";"Ecart type largeur mouillée Qb";"Coefficient variation largeur mouillée Qb";"Vitesse moyenne Qb (m/s)";"Ligne énergie Qb (m)";"Cote ligne énergie Qb";"Nombre de Froude Qb";"Puissance spécifique Qb (w/m2)";"Nombre de mouille";"Profondeur moyenne des mouilles (m)";"Nombre de berges total";"Nombre de berges artificialisées";"Score ripisylve";"Classe ripisylve";"% fines";"% graviers-cailloux";"% blocs-rochers";"Indice de Shannon granulo";"Surface BV (km2)";"Proportion de roche imperméable BV";"Code HER ou DOM dominant";"Nom HER ou DOM dominant";"Type DOM";"Coefficient de sinuosité";"Débit Q01 RHT (m3/s)";"Puissance Q01 RHT (w/m)";"Puissance spécifique Q01 RHT (w/m2)";"Station référence modèle";"Résidu modèle Largeur mouillée Qb";"Résidu modèle rapport largeur/profondeur Qb";"Résidu modèle profondeur mouilles";"Résidu modèle profondeur Qb";"Résidu modèle pente ligne d'eau";"Résidu modèle surface mouillée Qb";"Résidu standardisé modèle largeur mouillée Qb";"Résidu standardisé modèle rapport largeur/profondeur Qb";"Résidu standardisé modèle profondeur mouilles";"Résidu standardisé modèle profondeur Qb";"Résidu standardisé modèle pente ligne d'eau";"Résidu standardisé modèle surface mouillée Qb";"IMG";"Modèle référence IMG";"Classe écart IMG"
2952;"LA HORN À BITCHE (OCHSENMUHLE)";"02099580";1024246;6895402;168996;2016-08-01;0,116;NA;0,4;3;2,77;41,8;NA;0,515;NA;"";"bosquets éparses";"bosquets éparses";"Réseau de connaissance de la qualité des cours d'eau du Parc Régional des Vosges du Nord";"";"2009-2016";"PNR VOSGES DU NORD";"Horn";15;9;13;18,16;0,494;9,514;0,588;2,469;2,767;0,337;0,24;0,213;7,565;24,37;1,591;3,028;3,663;0,706;0,531;0,437;4,329;2,209;0,507;0,295;0,003;0,082;0,333;0,456;0,15;0,321;0,711;100,364;0,141;0,864;4;0,051;30;0;0,447;NA;97,03;2,97;0;0,723;23,171;1;4;"VOSGES";0;1,05;NA;NA;NA;0;-0,958;-0,631;-1,012;-0,34;-2,692;-1,176;-3,156;-2,397;-2,384;-1,518;-2,501;-2,529;14,485;"VOSGES";"tres fort"
2953;"RAU DE MAROLLES À GENILLE";"04474002";556069,8;6677716;71799;2017-10-31;0,025;NA;0,27;5,27;1,88;73,78;NA;2,11;NA;"";"semi-continue";"bosquets éparses";"Réseau de suivi local de l’opération de restauration hydromorphologique de reméandrage du Marolles à Genillée (37)";"";"2017";"RIVE SARL";"Rau de marolles";15;33;44,5;62;0,451;35,869;0,312;1,911;2,029;0,223;0,153;0,143;9,911;6,315;2,735;5,178;5,717;0,941;0,528;0,478;5,534;9,889;0,485;0,368;0,004;0,101;0,608;0,859;0,166;0,185;0,943;100,642;0,082;1,99;5;0,097;30;0;NA;NA;9,474;90,526;0;1,154;22,7;0,876;9;"TABLES CALCAIRES";0;1,11;0,614;12,709;2,455;0;-0,079;-0,102;-0,565;-0,006;-0,743;-0,228;-0,303;-0,267;-1,197;-0,018;-0,922;-0,503;3,209;"TABLES CALCAIRES";"tres faible"
2954;"LE SCHWARTZENBACH À LIEDERSCHIEDT";"02099610";1026601;6900523;168997;2016-08-01;0,276;NA;0,51;4,12;3,55;57,6;NA;2,05;NA;"";"semi-continue";"bosquets éparses";"Réseau de connaissance de la qualité des cours d'eau du Parc Régional des Vosges du Nord";"";"2009-2016";"PNR VOSGES DU NORD";"Schwartzenbach";15;7,84;15;29,16;0,874;9,66;1,151;3,385;3,745;0,523;0,345;0,308;6,637;11,61;2,208;4,182;4,749;0,805;0,535;0,466;5,235;9,364;0,697;0,328;0,003;0,155;0,441;0,863;0,206;0,326;0,81;100,228;0,143;3,523;4;0,082;30;3;1,039;NA;85,437;10,68;3,883;0,765;43,779;0,986;4;"VOSGES";0;1,06;NA;NA;NA;0;-0,819;-0,574;-0,734;-0,268;-0,636;-1,091;-2,7;-2,179;-1,728;-1,197;-0,591;-2,347;10,742;"VOSGES";"tres fort"
2955;"R LUIRE A PLEUMARTIN";"04560004";528882,9;6629805;72593;2017-10-19;0,002;NA;0,2;2,42;1,37;33,88;NA;5,98;NA;"";"bosquets éparses";"isolée";"Réseau complémentaire de suivi de la qualité des eaux superficielles sur le bassin Loire-Bretagne (RCALB)";"";"2017";"RIVE SARL";"Luire";15;6;27;53,32;1,516;8,207;0,093;1,313;1,367;0,113;0,067;0,064;18,67;2,091;1,346;2,726;3,277;0,695;0,496;0,412;3,965;24,183;0,121;0,385;0,004;0,06;0,877;0,21;0,077;0,09;0,695;100,481;0,041;2,61;3;0,075;30;1;NA;NA;48,76;48,76;2,479;1,935;5,09;0;9;"TABLES CALCAIRES";0;1,01;0,177;10,383;3,809;0;-0,264;-0,293;-0,673;0,003;-0,344;-0,15;-1,012;-0,768;-1,426;0,008;-0,427;-0,331;3,972;"TABLES CALCAIRES";"tres faible"
2956;"LE FROESCHWILLERBACH À LOBSANN (AMONT)";"02046412";1055340;6884664;168984;2016-08-12;0,002;NA;0,19;2,54;1,35;35,6;NA;3,79;NA;"";"continue";"semi-continue";"Réseau de connaissance de la qualité des cours d'eau du Parc Régional des Vosges du Nord";"";"2009-2016";"PNR VOSGES DU NORD";"Froeschwillerbach";15;5;11;21;0,99;6,303;0,096;1,107;1,187;0,129;0,086;0,077;11,977;1,866;0,631;1,791;2,214;0,489;0,355;0,283;3,778;10,528;0,031;0,223;0,002;0,083;0,984;0,476;0,265;0,052;0,489;100,293;0,028;0,687;4;0,118;30;0;0,595;NA;87,387;12,613;0;0,858;2,472;0;18;"ALSACE";0;1,02;NA;NA;NA;0;-2,169;-0,963;-1,079;-1,242;4,404;-3,333;-8,957;-2,752;-4,614;-12,733;2,84;-17,61;49,506;"ALSACE";"tres fort"
2957;"LE RUISSEAU DE GITZENTHAL À WINGEN-SUR-MODER";"02040742";1019520;6878889;168964;2016-06-22;0,051;NA;0,27;3,25;1,9;45,5;NA;18,35;NA;"";"continue";"semi-continue";"Réseau de connaissance de la qualité des cours d'eau du Parc Régional des Vosges du Nord";"";"2009-2016";"PNR VOSGES DU NORD";"Gitzenthal";15;5;9;16,16;0,87;5,885;0,202;1,801;1,912;0,198;0,112;0,105;9,434;8,391;0,695;2,736;2,98;0,418;0,257;0,235;6,64;42,231;0,3;0,292;0,003;0,066;0,592;0,415;0,152;0,438;0,428;99,813;0,278;20,187;4;0,051;30;0;0,801;NA;91,176;4,412;4,412;0,663;10,785;1;4;"VOSGES";0;1,03;NA;NA;NA;0;-0,837;-0,043;-0,791;-0,793;0,07;-1,713;-2,759;-0,165;-1,864;-3,542;0,065;-3,684;12,078;"VOSGES";"tres fort"
2958;"LE SPIEGELBACH À VOLKSBERG";"02098090";1014736;6878153;168987;2016-06-23;0,034;NA;0,2;1,85;1,42;25,9;NA;29,3;NA;"";"continue";"semi-continue";"Réseau de connaissance de la qualité des cours d'eau du Parc Régional des Vosges du Nord";"";"2009-2016";"PNR VOSGES DU NORD";"Spiegelbach";15;12;26;49,16;0,992;15,785;0,115;1,325;1,442;0,151;0,089;0,08;9,975;9,239;0,474;2,021;2,322;0,371;0,239;0,206;5,507;59,15;0,261;0,276;0,003;0,061;0,671;0,517;0,256;0,575;0,389;99,858;0,377;39,652;3;0,077;30;0;1,212;NA;43,478;25,217;31,304;1,913;3,279;1;4;"VOSGES";0;1;NA;NA;NA;0;-0,795;0,018;-0,014;-0,801;-0,725;-1,64;-2,619;0,069;-0,033;-3,578;-0,673;-3,527;10,499;"VOSGES";"tres fort"
2959;"R LUIRE A PLEUMARTIN";"04560003";528630;6630368;72592;2017-10-19;0,002;NA;0,35;3;2,48;42;NA;0,094;NA;"";"absence";"isolée";"Réseau complémentaire de suivi de la qualité des eaux superficielles sur le bassin Loire-Bretagne (RCALB)";"";"2017";"RIVE SARL";"Luire";15;18;31,5;51;0,736;21,364;0,594;2,186;2,457;0,384;0,267;0,236;5,971;1,126;2,033;3,4;4,286;0,935;0,601;0,473;3,611;0,436;0,013;0,399;0,004;0,12;0,444;0,796;0,234;0,007;0,935;100,549;0,003;0,004;4;0,046;30;0;NA;NA;79,121;15,385;5,495;1,311;15,76;0;9;"TABLES CALCAIRES";0;1,02;0,177;0,163;0,048;0;-0,388;-0,494;-1,286;0,063;-4,011;-0,333;-1,486;-1,296;-2,725;0,185;-4,979;-0,734;11,404;"TABLES CALCAIRES";"tres fort"
2960;"LE GRENTZBACH À RATZWILLER (AMONT)";"02098256";1013519;6882260;168989;2016-06-28;0,598;NA;0,57;4,7;4;65,8;NA;1,37;NA;"";"semi-continue";"semi-continue";"Réseau de connaissance de la qualité des cours d'eau du Parc Régional des Vosges du Nord";"";"2009-2016";"PNR VOSGES DU NORD";"Grentzbach";15;NA;NA;NA;NA;NA;2,367;3,781;4,533;0,966;0,632;0,521;4,189;10,537;3,422;4,636;5,589;1,221;0,744;0,612;3,944;8,232;0,963;0,496;0,005;0,313;0,478;0,483;0,104;0,286;1,225;100,214;0,107;2,817;3;0,257;30;0;1,126;NA;97,03;0,99;1,98;0,869;34,927;0,875;4;"VOSGES";0;1,06;NA;NA;NA;0;-0,651;-0,81;0,475;0,17;-1,279;-0,567;-2,145;-3,076;1,119;0,757;-1,188;-1,219;9,504;"VOSGES";"tres fort"
2961;"LE BUTTENBACH À MONTBRONN";"02098392";1012538;6886420;168991;2016-07-06;0,299;NA;0,79;6,9;5,5;96,6;NA;0,104;NA;"";"continue";"isolée";"Réseau de connaissance de la qualité des cours d'eau du Parc Régional des Vosges du Nord";"";"2009-2016";"PNR VOSGES DU NORD";"Buttenbach";15;16;59,5;123,8;1,488;20,675;2,889;5,197;5,662;0,773;0,553;0,504;7,282;16,023;5,38;6,43;7,249;1,21;0,843;0,742;5,517;0,757;0,72;0,528;0,005;0,26;0,458;0,713;0,111;0,139;1,211;100,433;0,05;0,116;3;0,268;30;0;0,433;NA;79,412;9,804;10,784;1,46;34,718;0,286;10;"COTES CALCAIRES EST";0;1,11;NA;NA;NA;0;-0,014;-0,173;0,336;0,157;-3,199;0,158;-0,068;-0,665;0,979;0,659;-3,655;0,439;6,465;"COTES CALCAIRES EST";"moyen"
2962;"CEPHONS A LANGE";"04465009";588198;6663637;166912;2017-11-03;0,125;NA;0,51;9,53;3,6;133,42;NA;1,76;NA;"Végétation surplombante";"continue";"semi-continue";"Réseau de suivi local de l’opération de restauration hydromorphologique de recharge granulométrique sur la Céphons (36)";"";"2017";"RIVE SARL";"Cephons";15;32,68;48;74;0,591;36,96;0,947;4,046;4,178;0,336;0,222;0,213;13,849;8,823;12,313;9,888;11,736;2,077;1,252;1,052;4,77;18,156;4,713;0,837;0,008;0,158;0,672;1,077;0,109;0,386;2,084;101,631;0,111;8,314;4;0,142;30;0;0,595;NA;21,805;78,195;0;1,79;117,987;0,232;9;"TABLES CALCAIRES";0;1,03;NA;NA;NA;0;0,065;-0,407;-0,366;0,441;-0,216;0,41;0,248;-1,067;-0,776;1,296;-0,268;0,904;4,559;"TABLES CALCAIRES";"faible"
2963;"LE SCHWALBACH À HOTTVILLER (FERME NEUNKIRCH)";"02100720";1017381;6894596;169003;2016-07-07;0,44;NA;0,62;4,9;4,33;68,6;NA;9,65;NA;"";"semi-continue";"bosquets éparses";"Réseau de connaissance de la qualité des cours d'eau du Parc Régional des Vosges du Nord";"";"2009-2016";"PNR VOSGES DU NORD";"Schwalbach";15;7,84;16,5;32,16;1,081;10,089;1,421;4,428;4,757;0,514;0,322;0,3;9,253;7,042;3,301;5,513;6,139;0,899;0,603;0,541;6,288;51,188;1,515;0,396;0,004;0,158;0,493;0,646;0,117;0,465;0,91;100,065;0,193;26,351;2;0,213;30;1;0,855;NA;80,342;19,658;0;1,156;44,608;0,804;4;"VOSGES";0;1,05;NA;NA;NA;0;-0,548;-0,394;0,214;-0,159;0,933;-0,696;-1,807;-1,498;0,505;-0,711;0,866;-1,497;6,885;"VOSGES";"moyen"
2964;"LE RUISSEAU DE RAHLING À RAHLING";"02098410";1008427;6885153;168993;2016-07-07;0,104;NA;0,34;2,67;2,35;37,3;NA;11,39;NA;"";"isolée";"bosquets éparses";"Réseau de connaissance de la qualité des cours d'eau du Parc Régional des Vosges du Nord";"";"2009-2016";"PNR VOSGES DU NORD";"Rahling";15;17,68;34;74,32;1,02;23,179;0,662;2,219;2,58;0,416;0,292;0,243;7,064;3,781;1,381;2,781;3,402;0,706;0,497;0,399;4,301;44,622;0,302;0,323;0,003;0,201;0,661;0,512;0,184;0,24;0,709;100,08;0,115;12,51;3;0,121;30;0;0,058;NA;30,097;66,99;2,913;2,023;13,886;0;10;"COTES CALCAIRES EST";0;1,03;NA;NA;NA;0;-0,539;-0,338;-0,212;-0,155;1,365;-0,67;-2,681;-1,298;-0,619;-0,652;1,56;-1,856;8,666;"COTES CALCAIRES EST";"fort"
2965;"LE RUISSEAU DE TOTENBACH À BREIDENBACH";"02100635";1023905;6902488;168999;2016-09-22;0,001;NA;0,15;1,71;1,04;23,94;NA;22,8;NA;"";"continue";"continue";"Réseau de connaissance de la qualité des cours d'eau du Parc Régional des Vosges du Nord";"";"2009-2016";"PNR VOSGES DU NORD";"Totenbach";15;8;13;27,32;0,906;9,98;0,013;0,478;0,501;0,049;0,026;0,024;13,925;6,222;0,175;1,515;1,611;0,199;0,117;0,109;7,897;24,376;0,038;0,178;0,002;0,03;1,086;0,486;0,321;0,232;0,202;99,879;0,22;6,02;5;0,04;30;0;1,299;NA;40,449;57,303;2,247;1,641;157,121;0,65;4;"VOSGES";0;1,01;NA;NA;NA;0;-2,205;-0,429;-1,83;-1,785;3,128;-4,112;-7,269;-1,631;-4,312;-7,97;2,905;-8,846;32,934;"VOSGES";"tres fort"
2966;"LE BREIDENBACH À WALDHOUSE";"02100642";1024316;6904454;169001;2016-09-22;0,026;NA;0,335;3,65;2,35;51,1;NA;1,77;NA;"";"semi-continue";"semi-continue";"Réseau de connaissance de la qualité des cours d'eau du Parc Régional des Vosges du Nord";"";"2009-2016";"PNR VOSGES DU NORD";"Breidenbach";15;11;20;64;1,263;13,236;0,476;1,808;2,128;0,384;0,255;0,214;5,239;3,626;2,184;2,894;4,05;1,129;0,761;0,538;2,603;9,35;0,22;0,488;0,005;0,152;0,594;0,455;0,157;0,104;1,13;100,701;0,039;1,354;2;0,267;30;0;0,541;NA;87,368;11,579;1,053;1,679;28,192;0,488;4;"VOSGES";0;1;NA;NA;NA;0;-1,06;-1,181;0,579;0,112;-1,25;-0,934;-3,493;-4,485;1,363;0,499;-1,161;-2,009;13,009;"VOSGES";"tres fort"
2967;"La Charente au niveau de La Pérusse";"05024280";513953;6534041;176819;2017-11-17;0,176;NA;1,3;16,1;8,8;225;NA;0,18;NA;"";"semi-continue";"continue";NA;"Granulométrie sur seulement 50 car petite taille";"2017";"HYDROCONCEPT";"Charente";15;1;3;4;0,922;1,414;2,108;7,986;8,129;0,474;0,275;0,268;20,725;14,964;18,102;15,493;16,326;1,715;1,174;1,114;9,15;1,966;3,904;0,584;0,006;0,189;0,69;1,311;0,085;0,216;1,717;101,223;0,064;0,448;3;0,229;30;0;1,212;NA;82,581;16,129;1,29;1,146;119,667;1;21;"MASSIF CENTRAL NORD";0;1,21;NA;NA;NA;0;0,292;0,135;0,302;0,154;-2,827;0,411;1,7;0,416;0,676;0,564;-2,786;1,279;7,42;"MASSIF CENTRAL NORD";"moyen"
2968;"La Charente au niveau de Benest";"05024190";504725;6552543;176720;2018-05-24;0,656;0,363;1,8;17,1;12,4;239;NA;0,8;NA;"";"semi-continue";"semi-continue";NA;"Le transect 6 n'a pas été réalisé car top profond. Un transect 16 a été réalisé à l'amont de la station";"2017";"HYDROCONCEPT";"Charente";16;6,84;38;56,16;1,697;10,892;3,758;10,741;10,875;0,531;0,345;0,34;22,038;12,668;20,357;17,438;18,067;1,683;1,174;1,129;10,476;8,858;7,907;0,639;0,006;0,199;0,558;2,071;0,119;0,394;1,691;101,059;0,117;3,613;3;0,162;32;1;0,541;NA;35,345;55,172;9,483;2,153;231,461;0,554;21;"MASSIF CENTRAL NORD";0;1,66;NA;NA;NA;0;0,159;0,162;-0,2;-0,008;-1,077;0,114;0,923;0,5;-0,448;-0,029;-1,062;0,354;3,315;"MASSIF CENTRAL NORD";"tres faible"
2969;"La Charente au niveau d'Alloue";"05024205";507997;6549799;176721;2018-06-21;0,379;0,242;2,05;18,6;14,3;261;NA;1,07;NA;"";"semi-continue";"semi-continue";NA;"";"2017";"HYDROCONCEPT";"Charente";15;10;29;53;1,223;14,098;5,477;11,547;11,981;0,806;0,479;0,458;17,738;3,56;26,561;16,693;18,233;2,216;1,607;1,465;7,746;15,382;3,991;0,808;0,008;0,311;0,634;2,33;0,14;0,152;2,217;101,272;0,038;2,554;4;0,326;30;1;0,541;NA;51,818;45,455;2,727;1,747;212,923;0,603;21;"MASSIF CENTRAL NORD";0;1,29;NA;NA;NA;0;0,147;-0,126;0,518;0,286;-0,819;0,433;0,854;-0,389;1,158;1,045;-0,807;1,344;5,598;"MASSIF CENTRAL NORD";"faible"
2970;"La Charente en amont d'Alloue";"05024210";507987;6548671;176722;2018-06-22;0,322;0,186;1,6;14,3;11;201;NA;2,14;NA;"";"continue";"semi-continue";NA;"";"2017";"HYDROCONCEPT";"Charente";15;21,68;45;94,16;1,685;27,379;3,5;9,713;9,911;0,55;0,349;0,34;20,357;4,08;22,621;13,766;15,257;2,097;1,641;1,478;6,634;31,031;5,541;0,786;0,008;0,246;0,651;1,664;0,121;0,251;2,1;101,336;0,063;8,559;3;0,388;30;1;0,595;NA;25,439;39,474;35,088;1,868;204,588;0,627;21;"MASSIF CENTRAL NORD";0;1,27;NA;NA;NA;0;-0,031;-0,275;0,703;0,239;-0,142;0,297;-0,18;-0,847;1,57;0,874;-0,14;0,923;4,534;"MASSIF CENTRAL NORD";"faible"
2971;"LA FECHT À GUEMAR";"02021000";1026936;6796533;87326;2018-07-30;0,655;NA;2,1;23;15,3;322;NA;0;NA;"";"semi-continue";"semi-continue";"Contrôle de surveillance des cours d'eau du bassin Rhin";"Station rectifiée et endiguée.
Travaux récents à l'aval immédiat de la station avec rehausse d'un seuil pour alimenter le pseudo-canal en RG.";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Fecht";15;9;15;22;0,709;10,9;8,435;14,443;14,743;0,826;0,594;0,581;18,802;NA;51,364;25,401;26,76;3,083;2,031;1,926;8,301;0;NA;1,232;0,012;0,251;0,422;2,508;0,099;NA;NA;NA;NA;NA;4;0,164;30;0;0,736;NA;72,222;23,148;4,63;1,348;566,93;0,939;4;"VOSGES";0;1,2;56,697;0;0;0;0,242;-0,647;-0,814;0,838;NA;1,078;0,797;-2,46;-1,918;3,741;NA;2,32;NA;"VOSGES";NA
2972;"BESBRE à SAINT-PRIX";"04022210";751506;6567077;115546;2018-06-19;5,78;NA;2;17,5;14;245;NA;1,79;NA;"";"continue";"semi-continue";"Contrôle de surveillance des cours d'eau du bassin Loire, cours d'eau côtiers vendéens  et bretons";"débit de 7.3 à 7.0 entre 9h et 11h puis chute à 6.0 m3/s -fin d'éclusée- malgré convention avec EDF pour garantir absence d'éclusée.
8 bâtonnets mis en place - aucun retrouvés- probablement retirés du substrat par un tiers";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Besbre";15;27,84;46;75,48;0,827;32,663;9,641;15,678;16,057;0,895;0,611;0,596;18,51;20,017;30,632;19,643;20,78;2,083;1,56;1,473;9,495;25,868;33,587;0,778;0,008;0,281;0,45;3,317;0,169;1,129;2,15;101,036;0,291;30,664;4;0,173;30;4;0,595;NA;20,611;66,412;12,977;2,061;328,13;0,984;3;"MASSIF CENTRAL SUD";0;1,03;28,925;507,92;25,858;1;-0,068;-0,071;-0,552;-0,013;-0,877;0,01;-0,289;-0,327;-1,237;-0,051;-1,274;0,024;3,202;"MASSIF CENTRAL SUD";"tres faible"
2973;"DRAC A SAINT BONNET EN CHAMPSAUR";"06142490";942036;6404859;72142;2018-07-31;4,316;NA;3;41,2;21;445,7;NA;10,51;NA;"";"semi-continue";"semi-continue";NA;"";"2017";"OTEIS";"Drac";15;15;40;83,2;1,21;22,343;9,143;23,124;23,236;0,693;0,404;0,402;34,277;8,458;83,222;40,883;41,815;2,791;2,046;1,996;14,642;205,794;114,401;2,45;0,025;0,232;0,581;15,162;0,371;1,516;2,917;99,192;0,339;320,486;4;0,156;30;8;1,126;NA;6,915;41,489;51,596;1,798;399,59;0,517;2;"ALPES INTERNES";0;1,22;43,044;4437,97;108,552;0;0,465;0,208;-0,257;0,236;0,198;0,771;1,098;0,549;-0,434;0,979;0,298;1,329;4,687;"ALPES INTERNES";"faible"
2974;"DRAC A SAINT BONNET EN CHAMPSAUR 1";"06709510";945911;6400177;72113;2018-08-01;4,092;NA;3,6;65,2;25,4;1575,5;NA;10,37;NA;"";"semi-continue";"bosquets éparses";NA;"";"2017";"OTEIS";"Drac";15;30;50;100;0,849;38,73;7,545;26,79;26,922;0,605;0,296;0,294;48,119;12,041;62,086;64,734;65,141;1,655;0,991;0,983;39,481;100,017;75,274;2,708;0,029;0,199;0,674;24,917;0,385;1,381;1,767;96,429;0,446;141,114;4;0,18;30;9;1,039;NA;18,623;60,324;21,053;1,917;342,84;0,565;2;"ALPES INTERNES";0;1,18;34,62;3521,882;54,406;0;0,966;1,226;-0,094;-0,272;0,092;0,537;2,281;3,244;-0,158;-1,128;0,139;0,926;7,875;"ALPES INTERNES";"fort"
2975;"CEZE A RIVIERES 1";"06119510";801632;6348958;150718;2018-06-29;5,031;NA;3,5;48,4;24,8;787,1;NA;1,67;NA;"";"continue";"continue";NA;"";"2017";"OTEIS";"Ceze";15;15;40;80;1,11;21,909;15,446;25,222;25,475;1,064;0,606;0,599;30,458;11,218;82,737;46,974;47,946;2,848;1,794;1,757;17,131;28,777;55,22;1,261;0,013;0,468;0,776;7,604;0,162;0,675;2,872;101,242;0,163;19,756;5;0,442;30;3;1,299;NA;18,5;77;4,5;1,614;576,7;0,564;8;"CEVENNES";0;1,46;81,699;1338,45;28,493;0;-0,289;-0,032;-0,567;-0,263;-0,73;-0,59;-0,854;-0,121;-1,561;-0,973;-1,556;-1,111;6,176;"CEVENNES";"moyen"
2976;"Le Chavanon à La Cellette";"05069900";661649,2;6504514;138565;2018-07-11;1,295;NA;1,9;19;13,2;266;NA;4,14;NA;"";"continue";"continue";"Contrôle de surveillance des cours d'eau du bassin Adour, Garonne, Dordogne, Charente et cours d'eau côtiers charentais et aquitains";"4 bâtonnets colmatage retrouvés sur le premier radier dont un cassé lors de la relève. Bâtonnets du second radier non retrouvés";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Chavanon";15;26;58;140,16;1,211;33,625;3,596;10,358;10,558;0,517;0,346;0,337;22,058;11,552;28,509;17,235;18,641;2,299;1,678;1,541;7,583;62,589;28,271;0,977;0,01;0,215;0,623;2,86;0,166;1,001;2,351;101,283;0,248;68,257;1;0,383;30;21;0,866;NA;16,346;35,577;48,077;1,871;360,87;0,997;21;"MASSIF CENTRAL NORD";0;1;32,018;1300,36;75,45;0;-0,023;-0,234;0,553;0,208;0,74;0,172;-0,132;-0,721;1,236;0,761;0,73;0,533;4,113;"MASSIF CENTRAL NORD";"tres faible"
2977;"LOIRE à GOUDET";"04000600";772600;6421872;113972;2018-07-12;2,446;NA;2,2;27;15,3;378;NA;6,08;NA;"";"continue";"semi-continue";"Sites de référence des cours d'eaux du bassin Loire, cours d'eau côtiers vendéens et bretons";"crue importante et subite le 13 juin 2017 suite à orage exceptionnel - 226 mm en 2h à Landos- augmentation de débit de 1.6 m3/s à 20h à 512 m3/s à 22h
bâtonnets récupérés seulement le 17/09 - lecture difficile- ";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Loire";15;32;112,5;340,16;1,679;44,581;9,689;16,707;16,934;0,815;0,536;0,528;21,023;4,957;39,886;24,965;25,613;2,235;1,563;1,522;11,158;90,764;20,398;1,402;0,014;0,34;0,576;7,466;0,299;0,584;2,255;100,29;0,154;52,149;4;0,178;30;0;0,769;NA;21,333;14,667;64;1,89;464,19;1;8;"CEVENNES";0;1,1;68,327;4075,35;163,24;0;-0,821;-0,419;-1,387;-0,445;0,451;-1,159;-2,427;-1,567;-3,816;-1,648;0,963;-2,181;12,602;"CEVENNES";"tres fort"
2978;"R VEYRE A SAULZET-LE-FROID";"04426005";696053,1;6505892;165815;2018-07-19;0,085;NA;0,27;2,6;1,87;36,4;NA;2,36;NA;"";"isolée";"isolée";"Réseau local de suivi des opérations de restauration hydromorpholoqique de reméandrage de la Veyre ";"";"2017";"RIVE SARL";"Veyre";15;12;20;28,16;0,785;13,489;0,479;1,71;2,077;0,363;0,279;0,225;5,261;9,882;1,124;2,227;2,935;0,697;0,504;0,38;3,288;8,798;0,283;0,329;0,003;0,137;0,47;0,252;0,113;0,262;0,7;100,295;0,12;2,977;3;0,184;30;0;NA;NA;59,77;40,23;0;1,746;16,18;1;3;"MASSIF CENTRAL SUD";0;1,03;1,366;31,625;14,203;0;-1,115;-0,694;0,473;-0,405;-1,973;-1,436;-4,714;-3,212;1,06;-1,616;-2,868;-3,293;16,764;"MASSIF CENTRAL SUD";"tres fort"
2979;"YEVRE A GRON";"04455005";680143,8;6667567;171192;2018-06-18;0,013;NA;NA;3,4;2,1;NA;NA;4,2;NA;"";"absence";"isolée";"Réseau de suivi local de l'opération de restauration hydromorphologique sur l'Yèvre à Gron (18)";"pose sur un seul radier. pas de granulométrie";"2017";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Yevre";15;NA;NA;NA;NA;NA;0,354;1,876;2,147;0,339;0,19;0,167;6,101;1,872;3,378;3,799;5,416;1,455;0,897;0,637;2,624;26,225;0,303;0,577;0,006;0,117;0,617;0,423;0,111;0,091;1,455;101,016;0,031;3,331;4;0,099;30;0;NA;NA;69,792;23,958;6,25;2,058;8,64;0;9;"TABLES CALCAIRES";0;1,02;0,736;30,325;7,982;0;-0,094;-0,756;-0,443;0,631;-0,47;0,491;-0,359;-1,983;-0,939;1,855;-0,583;1,084;6,803;"TABLES CALCAIRES";"moyen"
